id,title,genres,original_language,popularity,release_date,runtime,tagline,vote_average,poster_url,overview,id_description,id_description_keywords_genres,anger,disgust,fear,joy,sadness,surprise,neutral,genre_list
569094,Spider-Man: Across the Spider-Verse,Action-Adventure-Animation-Science Fiction,en,2550.738,2023-05-31,140.0,It's how you wear the mask that matters,8.64,https://image.tmdb.org/t/p/w500/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,After reuniting with Gwen Stacy Brooklyn’s full-time friendly neighborhood Spider-Man is catapulted across the Multiverse where he encounters the Spider Society a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.,569094 After reuniting with Gwen Stacy Brooklyn’s full-time friendly neighborhood Spider-Man is catapulted across the Multiverse where he encounters the Spider Society a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.,569094 After reuniting with Gwen Stacy Brooklyn’s full-time friendly neighborhood Spider-Man is catapulted across the Multiverse where he encounters the Spider Society a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most. sacrifice villain comic book sequel superhero based on comic alternate dimension alternate version super power brooklyn new york city superhero team spider bite super villain cliffhanger teen superhero alternate universe female superhero cartoon spider Action Adventure Animation Science Fiction,0.4306812286376953,0.10400667786598206,0.49228793382644653,0.6484688520431519,0.5494767427444458,0.11169017851352692,0.07876550406217575,"['Action', 'Adventure', 'Animation', 'Science Fiction']"
653346,Kingdom of the Planet of the Apes,Science Fiction-Adventure-Action,en,2419.072,2024-05-08,145.0,No one can stop the reign.,6.868,https://image.tmdb.org/t/p/w500/gKkl37BQuKTanygYQG1pyYgLVgf.jpg,Several generations in the future following Caesar's reign apes are now the dominant species and live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire one young ape undertakes a harrowing journey that will cause him to question all that he has known about the past and to make choices that will define a future for apes and humans alike.,653346 Several generations in the future following Caesar's reign apes are now the dominant species and live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire one young ape undertakes a harrowing journey that will cause him to question all that he has known about the past and to make choices that will define a future for apes and humans alike.,653346 Several generations in the future following Caesar's reign apes are now the dominant species and live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire one young ape undertakes a harrowing journey that will cause him to question all that he has known about the past and to make choices that will define a future for apes and humans alike. empire kingdom gorilla dystopia eagle sequel anthropomorphism distant future ape orangutan evolution chimpanzee primate sign languages journey cgi live action hybrid clan post apocalyptic evil tyrant Science Fiction Adventure Action,0.0641336441040039,0.10400667786598206,0.9751196503639221,0.05021660402417183,0.8116828203201294,0.11169017851352692,0.07876550406217575,"['Science Fiction', 'Adventure', 'Action']"
917496,Beetlejuice Beetlejuice,Comedy-Fantasy-Horror,en,2384.404,2024-09-04,105.0,The ghost with the most is back.,7.196,https://image.tmdb.org/t/p/w500/kKgQzkUCnQmeTPkyIwHly2t6ZFI.jpg,After a family tragedy three generations of the Deetz family return home to Winter River. Still haunted by Betelgeuse Lydia's life is turned upside down when her teenage daughter Astrid accidentally opens the portal to the Afterlife.,917496 After a family tragedy three generations of the Deetz family return home to Winter River. Still haunted by Betelgeuse Lydia's life is turned upside down when her teenage daughter Astrid accidentally opens the portal to the Afterlife.,917496 After a family tragedy three generations of the Deetz family return home to Winter River. Still haunted by Betelgeuse Lydia's life is turned upside down when her teenage daughter Astrid accidentally opens the portal to the Afterlife. afterlife haunted house sequel paranormal teenage girl gothic death new england ghost horror comedy unexpected death mother daughter relationship fantasy fantasy comedy Comedy Fantasy Horror,0.0641336441040039,0.10400667786598206,0.9773014187812805,0.04056443274021149,0.5494767427444458,0.9105769395828247,0.07876550406217575,"['Comedy', 'Fantasy', 'Horror']"
572802,Aquaman and the Lost Kingdom,Action-Adventure-Fantasy,en,2141.691,2023-12-20,124.0,The tide is turning.,6.786,https://image.tmdb.org/t/p/w500/7lTnXOy0iNtBAdRP3TZvaKJ77F6.jpg,Black Manta still driven by the need to avenge his father's death and wielding the power of the mythic Black Trident will stop at nothing to take Aquaman down once and for all. To defeat him Aquaman must turn to his imprisoned brother Orm the former King of Atlantis to forge an unlikely alliance in order to save the world from irreversible destruction.,572802 Black Manta still driven by the need to avenge his father's death and wielding the power of the mythic Black Trident will stop at nothing to take Aquaman down once and for all. To defeat him Aquaman must turn to his imprisoned brother Orm the former King of Atlantis to forge an unlikely alliance in order to save the world from irreversible destruction.,572802 Black Manta still driven by the need to avenge his father's death and wielding the power of the mythic Black Trident will stop at nothing to take Aquaman down once and for all. To defeat him Aquaman must turn to his imprisoned brother Orm the former King of Atlantis to forge an unlikely alliance in order to save the world from irreversible destruction. superhero secret society half brother sequel revenge dysfunctional relationship dc extended universe (dceu) ancient evil underwater world vengeance brother brother relationship Action Adventure Fantasy,0.9650509357452393,0.10400667786598206,0.3502407670021057,0.04056443274021149,0.5494767427444458,0.11169017851352692,0.07876550406217575,"['Action', 'Adventure', 'Fantasy']"
594767,Shazam! Fury of the Gods,Action-Comedy-Fantasy-Adventure,en,2010.98,2023-03-15,130.0,Oh. My. Gods.,6.781,https://image.tmdb.org/t/p/w500/A3ZbZsmsvNGdprRi2lKgGEeVLEH.jpg,"Billy Batson and his foster siblings who transform into superheroes by saying ""Shazam!"" are forced to get back into action and fight the Daughters of Atlas who they must stop from using a weapon that could destroy the world.","594767 Billy Batson and his foster siblings who transform into superheroes by saying ""Shazam!"" are forced to get back into action and fight the Daughters of Atlas who they must stop from using a weapon that could destroy the world.","594767 Billy Batson and his foster siblings who transform into superheroes by saying ""Shazam!"" are forced to get back into action and fight the Daughters of Atlas who they must stop from using a weapon that could destroy the world. superhero end of the world super power aftercreditsstinger duringcreditsstinger dc extended universe (dceu) teenager Action Comedy Fantasy Adventure",0.6991784572601318,0.10400667786598206,0.14843696355819702,0.04056443274021149,0.5494767427444458,0.11169017851352692,0.07876550406217575,"['Action', 'Comedy', 'Fantasy', 'Adventure']"
455476,Knights of the Zodiac,Fantasy-Action-Adventure,en,1882.774,2023-04-27,113.0,Go beyond your destiny.,6.561,https://image.tmdb.org/t/p/w500/tBiUXvCqz34GDeuY7jK14QQdtat.jpg,When a headstrong street orphan Seiya in search of his abducted sister unwittingly taps into hidden powers he discovers he might be the only person alive who can protect a reincarnated goddess sent to watch over humanity. Can he let his past go and embrace his destiny to become a Knight of the Zodiac?,455476 When a headstrong street orphan Seiya in search of his abducted sister unwittingly taps into hidden powers he discovers he might be the only person alive who can protect a reincarnated goddess sent to watch over humanity. Can he let his past go and embrace his destiny to become a Knight of the Zodiac?,455476 When a headstrong street orphan Seiya in search of his abducted sister unwittingly taps into hidden powers he discovers he might be the only person alive who can protect a reincarnated goddess sent to watch over humanity. Can he let his past go and embrace his destiny to become a Knight of the Zodiac? superhero based on manga live action anime Fantasy Action Adventure,0.13587771356105804,0.1388172209262848,0.24074868857860565,0.013868729583919048,0.624984085559845,0.056562405079603195,0.02242095395922661,"['Fantasy', 'Action', 'Adventure']"
786892,Furiosa: A Mad Max Saga,Action-Adventure-Science Fiction,en,1872.179,2024-05-22,149.0,Fury is born.,7.652,https://image.tmdb.org/t/p/w500/iADOJ8Zymht2JPMoy3R7xceZprc.jpg,As the world fell young Furiosa is snatched from the Green Place of Many Mothers and falls into the hands of a great Biker Horde led by the Warlord Dementus. Sweeping through the Wasteland they come across the Citadel presided over by The Immortan Joe. While the two Tyrants war for dominance Furiosa must survive many trials as she puts together the means to find her way home.,786892 As the world fell young Furiosa is snatched from the Green Place of Many Mothers and falls into the hands of a great Biker Horde led by the Warlord Dementus. Sweeping through the Wasteland they come across the Citadel presided over by The Immortan Joe. While the two Tyrants war for dominance Furiosa must survive many trials as she puts together the means to find her way home.,786892 As the world fell young Furiosa is snatched from the Green Place of Many Mothers and falls into the hands of a great Biker Horde led by the Warlord Dementus. Sweeping through the Wasteland they come across the Citadel presided over by The Immortan Joe. While the two Tyrants war for dominance Furiosa must survive many trials as she puts together the means to find her way home. post apocalyptic future prequel spin off tyranny masculinity mother daughter relationship child abduction amused enthusiastic Action Adventure Science Fiction,0.3127460777759552,0.10400667786598206,0.3470224440097809,0.04056443274021149,0.8319734930992126,0.21135997772216797,0.07876550406217575,"['Action', 'Adventure', 'Science Fiction']"
753342,Napoleon,History-War-Drama,en,1811.36,2023-11-22,158.0,He came from nothing. He conquered everything.,6.516,https://image.tmdb.org/t/p/w500/jE5o7y9K6pZtWNNMEw3IdpHuncR.jpg,An epic that details the checkered rise and fall of French Emperor Napoleon Bonaparte and his relentless journey to power through the prism of his addictive volatile relationship with his wife Josephine.,753342 An epic that details the checkered rise and fall of French Emperor Napoleon Bonaparte and his relentless journey to power through the prism of his addictive volatile relationship with his wife Josephine.,753342 An epic that details the checkered rise and fall of French Emperor Napoleon Bonaparte and his relentless journey to power through the prism of his addictive volatile relationship with his wife Josephine. empire france biography napoleon bonaparte based on true story napoleonic wars 19th century biopic History War Drama,0.0641336441040039,0.10400667786598206,0.05136283114552498,0.7176415920257568,0.5494767427444458,0.11169017851352692,0.07876550406217575,"['History', 'War', 'Drama']"
573435,Bad Boys: Ride or Die,Action-Crime-Thriller-Comedy,en,1715.076,2024-06-05,115.0,Miami's finest are now its most wanted.,6.995,https://image.tmdb.org/t/p/w500/nP6RliHjxsz4irTKsxe8FRhKZYl.jpg,After their late former Captain is framed Lowrey and Burnett try to clear his name only to end up on the run themselves.,573435 After their late former Captain is framed Lowrey and Burnett try to clear his name only to end up on the run themselves.,573435 After their late former Captain is framed Lowrey and Burnett try to clear his name only to end up on the run themselves. miami florida sequel on the run police detective buddy cop buddy comedy Action Crime Thriller Comedy,0.4356136620044708,0.10400667786598206,0.05136283114552498,0.04056443274021149,0.5494767427444458,0.3580714464187622,0.07876550406217575,"['Action', 'Crime', 'Thriller', 'Comedy']"
933131,Badland Hunters,Action-Science Fiction-Drama,ko,1704.65,2024-01-26,109.0,One last hunt to save us all.,6.953,https://image.tmdb.org/t/p/w500/zVMyvNowgbsBAL6O6esWfRpAcOb.jpg,After a deadly earthquake turns Seoul into a lawless badland a fearless huntsman springs into action to rescue a teenager abducted by a mad doctor.,933131 After a deadly earthquake turns Seoul into a lawless badland a fearless huntsman springs into action to rescue a teenager abducted by a mad doctor.,933131 After a deadly earthquake turns Seoul into a lawless badland a fearless huntsman springs into action to rescue a teenager abducted by a mad doctor. post apocalyptic future earthquake badlands based on webcomic or webtoon seoul south korea Action Science Fiction Drama,0.0641336441040039,0.10400667786598206,0.9887017011642456,0.04056443274021149,0.5494767427444458,0.11169017851352692,0.07876550406217575,"['Action', 'Science Fiction', 'Drama']"
968051,The Nun II,Horror-Mystery-Thriller,en,1696.62,2023-09-06,110.0,Confess your sins.,7.004,https://image.tmdb.org/t/p/w500/5gzzkR7y3hnY8AD1wXjCnVlHba5.jpg,In 1956 France a priest is violently murdered and Sister Irene begins to investigate. She once again comes face-to-face with a powerful evil.,968051 In 1956 France a priest is violently murdered and Sister Irene begins to investigate. She once again comes face-to-face with a powerful evil.,968051 In 1956 France a priest is violently murdered and Sister Irene begins to investigate. She once again comes face-to-face with a powerful evil. france bullying sequel religion demon gothic horror demonic possession praying duringcreditsstinger all girls school 1950s demonic convent the conjuring universe Horror Mystery Thriller,0.7682744264602661,0.10400667786598206,0.8097994327545166,0.04056443274021149,0.5494767427444458,0.11169017851352692,0.07876550406217575,"['Horror', 'Mystery', 'Thriller']"
280180,Beverly Hills Cop: Axel F,Action-Comedy-Crime,en,1675.379,2024-06-20,118.0,,6.947,https://image.tmdb.org/t/p/w500/zszRKfzjM5jltiq8rk6rasKVpUv.jpg,Forty years after his unforgettable first case in Beverly Hills Detroit cop Axel Foley returns to do what he does best: solve crimes and cause chaos.,280180 Forty years after his unforgettable first case in Beverly Hills Detroit cop Axel Foley returns to do what he does best: solve crimes and cause chaos.,280180 Forty years after his unforgettable first case in Beverly Hills Detroit cop Axel Foley returns to do what he does best: solve crimes and cause chaos. daughter detective beverly hills black cop buddy cop adoring cheerful Action Comedy Crime,0.0641336441040039,0.10400667786598206,0.2565596401691437,0.053317584097385406,0.5518527626991272,0.11169017851352692,0.07876550406217575,"['Action', 'Comedy', 'Crime']"
670292,The Creator,Science Fiction-Action-Thriller,en,1595.817,2023-09-27,134.0,This is a fight for our very existence.,7.186,https://image.tmdb.org/t/p/w500/vBZ0qvaRxqEhZwl6LWmruJqWE8Z.jpg,Amid a future war between the human race and the forces of artificial intelligence a hardened ex-special forces agent grieving the disappearance of his wife is recruited to hunt down and kill the Creator the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself.,670292 Amid a future war between the human race and the forces of artificial intelligence a hardened ex-special forces agent grieving the disappearance of his wife is recruited to hunt down and kill the Creator the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself.,670292 Amid a future war between the human race and the forces of artificial intelligence a hardened ex-special forces agent grieving the disappearance of his wife is recruited to hunt down and kill the Creator the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself. artificial intelligence (a.i.) asia distant future space station child ex special forces missing wife robots war against machines Science Fiction Action Thriller,0.12597373127937317,0.10400667786598206,0.06968826800584793,0.04056443274021149,0.5494767427444458,0.7313852310180664,0.07876550406217575,"['Science Fiction', 'Action', 'Thriller']"
945961,Alien: Romulus,Horror-Science Fiction,en,1496.056,2024-08-13,119.0,They went looking for a new life. It found them.,7.213,https://image.tmdb.org/t/p/w500/b33nnKl1GSFbao4l3fZDDqsMx0F.jpg,While scavenging the deep ends of a derelict space station a group of young space colonizers come face to face with the most terrifying life form in the universe.,945961 While scavenging the deep ends of a derelict space station a group of young space colonizers come face to face with the most terrifying life form in the universe.,945961 While scavenging the deep ends of a derelict space station a group of young space colonizers come face to face with the most terrifying life form in the universe. alien life form alien space alien contact alien monster alien encounter space capsule alien hostility amused Horror Science Fiction,0.0641336441040039,0.10400667786598206,0.9843562245368958,0.04056443274021149,0.5494767427444458,0.11169017851352692,0.07876550406217575,"['Horror', 'Science Fiction']"
763215,Damsel,Fantasy-Action-Adventure,en,1486.614,2024-03-07,110.0,This is not a fairytale.,7.173,https://image.tmdb.org/t/p/w500/AgHbB9DCE9aE57zkHjSmseszh6e.jpg,A young woman's marriage to a charming prince turns into a fierce fight for survival when she's offered up as a sacrifice to a fire-breathing dragon.,763215 A young woman's marriage to a charming prince turns into a fierce fight for survival when she's offered up as a sacrifice to a fire-breathing dragon.,763215 A young woman's marriage to a charming prince turns into a fierce fight for survival when she's offered up as a sacrifice to a fire-breathing dragon. princess fire chase kingdom sword mountain revenge knight dragon hero's journey derisive hopeful fairytale Fantasy Action Adventure,0.7414056062698364,0.1289043426513672,0.05136283114552498,0.04056443274021149,0.5494767427444458,0.11169017851352692,0.07876550406217575,"['Fantasy', 'Action', 'Adventure']"
933260,The Substance,Drama-Horror-Science Fiction,en,1453.916,2024-09-07,141.0,"If you follow the instructions, what could go wrong?",7.297,https://image.tmdb.org/t/p/w500/lqoMzCcZYEFK729d6qzt349fB4o.jpg,A fading celebrity decides to use a black market drug a cell-replicating substance that temporarily creates a younger better version of herself.,933260 A fading celebrity decides to use a black market drug a cell-replicating substance that temporarily creates a younger better version of herself.,933260 A fading celebrity decides to use a black market drug a cell-replicating substance that temporarily creates a younger better version of herself. new year's eve capitalism black market identity beauty satire aging celebrity female protagonist los angeles california has been aerobics disfigurement woman director beauty standards insecure woman toxic masculinity drug body horror youth provocative actress Drama Horror Science Fiction,0.0641336441040039,0.3006792366504669,0.05136283114552498,0.04056443274021149,0.6075071096420288,0.11169017851352692,0.07876550406217575,"['Drama', 'Horror', 'Science Fiction']"
772515,Huesera: The Bone Woman,Drama-Horror-Mystery,es,1436.445,2023-02-10,93.0,,6.58,https://image.tmdb.org/t/p/w500/7NhG3NClQ1xrc3kEwTiwFht5Y3L.jpg,Valeria's joy at becoming a first-time mother is quickly taken away when she's cursed by a sinister entity. As danger closes in she's forced deeper into a chilling world of dark magic that threatens to consume her.,772515 Valeria's joy at becoming a first-time mother is quickly taken away when she's cursed by a sinister entity. As danger closes in she's forced deeper into a chilling world of dark magic that threatens to consume her.,772515 Valeria's joy at becoming a first-time mother is quickly taken away when she's cursed by a sinister entity. As danger closes in she's forced deeper into a chilling world of dark magic that threatens to consume her. pregnant woman woman director Drama Horror Mystery,0.0641336441040039,0.10400667786598206,0.9818294048309326,0.396562397480011,0.5494767427444458,0.30532222986221313,0.07876550406217575,"['Drama', 'Horror', 'Mystery']"
